Concurso,Faixa,Ganhadores,Prêmio
2770,14 Acertos,785,"R$ 772,49"
2770,13 Acertos,23610,"R$ 25,00"
2770,12 Acertos,259963,"R$ 10,00"
2770,11 Acertos,1235661,"R$ 5,00"
2769,15 Acertos,5,"R$ 268.049,65"
2769,14 Acertos,386,"R$ 1.040,04"
2769,13 Acertos,12195,"R$ 25,00"
2769,12 Acertos,136016,"R$ 10,00"
2769,11 Acertos,689598,"R$ 5,00"
2768,15 Acertos,10,"R$ 390.423,86"
2768,14 Acertos,866,"R$ 696,17"
2768,13 Acertos,21775,"R$ 25,00"
2768,12 Acertos,232070,"R$ 10,00"
2768,11 Acertos,1141575,"R$ 5,00"
2767,15 Acertos,0,"R$ 0,00"
2767,14 Acertos,175,"R$ 2.266,35"
2767,13 Acertos,6457,"R$ 25,00"
2767,12 Acertos,89385,"R$ 10,00"
2767,11 Acertos,562219,"R$ 5,00"
2766,15 Acertos,5,"R$ 286.517,05"
2766,14 Acertos,551,"R$ 778,79"
2766,13 Acertos,12766,"R$ 25,00"
2766,12 Acertos,132995,"R$ 10,00"
2766,11 Acertos,659535,"R$ 5,00"
2765,15 Acertos,2,"R$ 862.399,82"
2765,14 Acertos,287,"R$ 1.800,15"
2765,13 Acertos,9977,"R$ 25,00"
2765,12 Acertos,123003,"R$ 10,00"
2765,11 Acertos,672124,"R$ 5,00"
2764,15 Acertos,1,"R$ 1.303.617,03"
2764,14 Acertos,377,"R$ 1.035,76"
2764,13 Acertos,11633,"R$ 25,00"
2764,12 Acertos,129628,"R$ 10,00"
2764,11 Acertos,688972,"R$ 5,00"
2763,15 Acertos,2,"R$ 789.595,98"
2763,14 Acertos,364,"R$ 1.299,53"
2763,13 Acertos,12909,"R$ 25,00"
2763,12 Acertos,142673,"R$ 10,00"
2763,11 Acertos,731148,"R$ 5,00"
2762,15 Acertos,1,"R$ 1.527.281,31"
2762,14 Acertos,271,"R$ 1.688,12"
2762,13 Acertos,9300,"R$ 25,00"
2762,12 Acertos,114295,"R$ 10,00"
2762,11 Acertos,639970,"R$ 5,00"
2761,15 Acertos,1,"R$ 1.839.820,29"
2761,14 Acertos,188,"R$ 2.051,96"
2761,13 Acertos,7984,"R$ 25,00"
2761,12 Acertos,115516,"R$ 10,00"
2761,11 Acertos,669570,"R$ 5,00"
2760,15 Acertos,6,"R$ 878.289,81"
2760,14 Acertos,777,"R$ 1.066,23"
2760,13 Acertos,21860,"R$ 25,00"
2760,12 Acertos,236155,"R$ 10,00"
2760,11 Acertos,1197299,"R$ 5,00"
2759,15 Acertos,4,"R$ 283.154,57"
2759,14 Acertos,498,"R$ 681,25"
2759,13 Acertos,17201,"R$ 25,00"
2759,12 Acertos,190620,"R$ 10,00"
2759,11 Acertos,859712,"R$ 5,00"
2758,15 Acertos,1,"R$ 1.472.423,00"
2758,14 Acertos,228,"R$ 1.354,10"
2758,13 Acertos,9617,"R$ 25,00"
2758,12 Acertos,130409,"R$ 10,00"
2758,11 Acertos,704362,"R$ 5,00"
2757,15 Acertos,4,"R$ 305.993,76"
2757,14 Acertos,436,"R$ 840,89"
2757,13 Acertos,15299,"R$ 25,00"
2757,12 Acertos,179762,"R$ 10,00"
2757,11 Acertos,859960,"R$ 5,00"
2754,15 Acertos,1,"R$ 1.595.282,58"
2754,14 Acertos,315,"R$ 1.516,98"
2754,13 Acertos,11136,"R$ 25,00"
2754,12 Acertos,127860,"R$ 10,00"
2754,11 Acertos,705476,"R$ 5,00"
2756,15 Acertos,1,"R$ 1.328.457,83"
2756,14 Acertos,447,"R$ 890,21"
2756,13 Acertos,15057,"R$ 25,00"
2756,12 Acertos,154730,"R$ 10,00"
2756,11 Acertos,754350,"R$ 5,00"
2886,15 Acertos,19,"R$ 200.769,91"
2886,14 Acertos,836,"R$ 712,29"
2886,13 Acertos,18619,"R$ 30,00"
2886,12 Acertos,187586,"R$ 12,00"
2886,11 Acertos,907754,"R$ 6,00"
2753,15 Acertos,2,"R$ 825.110,34"
2753,14 Acertos,387,"R$ 1.277,27"
2753,13 Acertos,13325,"R$ 25,00"
2753,12 Acertos,153622,"R$ 10,00"
2753,11 Acertos,760508,"R$ 5,00"
2752,15 Acertos,4,"R$ 408.722,78"
2752,14 Acertos,305,"R$ 1.605,61"
2752,13 Acertos,9395,"R$ 25,00"
2752,12 Acertos,115281,"R$ 10,00"
2752,11 Acertos,640983,"R$ 5,00"
2750,15 Acertos,2,"R$ 3.229.267,29"
2750,14 Acertos,584,"R$ 1.813,79"
2750,13 Acertos,21621,"R$ 25,00"
2750,12 Acertos,210689,"R$ 10,00"
2750,11 Acertos,1163392,"R$ 5,00"
2749,15 Acertos,2,"R$ 779.073,10"
2749,14 Acertos,561,"R$ 831,95"
2749,13 Acertos,14295,"R$ 25,00"
2749,12 Acertos,142451,"R$ 10,00"
2749,11 Acertos,687316,"R$ 5,00"
2751,15 Acertos,4,"R$ 320.504,90"
2751,14 Acertos,456,"R$ 842,13"
2751,13 Acertos,14913,"R$ 25,00"
2751,12 Acertos,166914,"R$ 10,00"
2751,11 Acertos,807907,"R$ 5,00"
2747,15 Acertos,3,"R$ 501.664,83"
2747,14 Acertos,451,"R$ 999,56"
2747,13 Acertos,14461,"R$ 25,00"
2747,12 Acertos,150543,"R$ 10,00"
2747,11 Acertos,773539,"R$ 5,00"
2746,15 Acertos,7,"R$ 200.659,13"
2746,14 Acertos,479,"R$ 878,36"
2746,13 Acertos,11743,"R$ 25,00"
2746,12 Acertos,128036,"R$ 10,00"
2746,11 Acertos,681135,"R$ 5,00"
2745,15 Acertos,1,"R$ 1.991.955,54"
2745,14 Acertos,187,"R$ 2.233,52"
2745,13 Acertos,8934,"R$ 25,00"
2745,12 Acertos,127599,"R$ 10,00"
2745,11 Acertos,742970,"R$ 5,00"
2744,15 Acertos,1,"R$ 1.566.871,70"
2744,14 Acertos,167,"R$ 1.967,29"
2744,13 Acertos,8814,"R$ 25,00"
2744,12 Acertos,103380,"R$ 10,00"
2744,11 Acertos,636982,"R$ 5,00"
2743,15 Acertos,1,"R$ 1.941.323,21"
2743,14 Acertos,246,"R$ 1.654,69"
2743,13 Acertos,9030,"R$ 25,00"
2743,12 Acertos,118253,"R$ 10,00"
2743,11 Acertos,685104,"R$ 5,00"
2742,15 Acertos,1,"R$ 1.433.696,16"
2742,14 Acertos,283,"R$ 1.517,48"
2742,13 Acertos,11239,"R$ 25,00"
2742,12 Acertos,130849,"R$ 10,00"
2742,11 Acertos,693054,"R$ 5,00"
2741,15 Acertos,4,"R$ 416.579,90"
2741,14 Acertos,230,"R$ 1.519,09"
2741,13 Acertos,9926,"R$ 25,00"
2741,12 Acertos,135472,"R$ 10,00"
2741,11 Acertos,715267,"R$ 5,00"
2740,15 Acertos,7,"R$ 742.074,77"
2740,14 Acertos,743,"R$ 986,60"
2740,13 Acertos,21451,"R$ 25,00"
2740,12 Acertos,275785,"R$ 10,00"
2740,11 Acertos,1352041,"R$ 5,00"
2738,15 Acertos,2,"R$ 784.645,51"
2738,14 Acertos,265,"R$ 1.773,82"
2738,13 Acertos,9457,"R$ 25,00"
2738,12 Acertos,125097,"R$ 10,00"
2738,11 Acertos,697571,"R$ 5,00"
2737,15 Acertos,1,"R$ 3.965.187,47"
2737,14 Acertos,553,"R$ 1.450,80"
2737,13 Acertos,19277,"R$ 25,00"
2737,12 Acertos,237167,"R$ 10,00"
2737,11 Acertos,1348070,"R$ 5,00"
2736,15 Acertos,0,"R$ 0,00"
2736,14 Acertos,490,"R$ 786,60"
2736,13 Acertos,13621,"R$ 25,00"
2736,12 Acertos,144828,"R$ 10,00"
2736,11 Acertos,686266,"R$ 5,00"
2739,15 Acertos,1,"R$ 1.653.124,27"
2739,14 Acertos,277,"R$ 1.787,63"
2739,13 Acertos,10002,"R$ 25,00"
2739,12 Acertos,129479,"R$ 10,00"
2739,11 Acertos,727563,"R$ 5,00"
2735,15 Acertos,3,"R$ 580.653,47"
2735,14 Acertos,652,"R$ 800,28"
2735,13 Acertos,13860,"R$ 25,00"
2735,12 Acertos,151229,"R$ 10,00"
2735,11 Acertos,753014,"R$ 5,00"
2734,15 Acertos,1,"R$ 1.390.055,21"
2734,14 Acertos,440,"R$ 946,30"
2734,13 Acertos,13350,"R$ 25,00"
2734,12 Acertos,144115,"R$ 10,00"
2734,11 Acertos,704686,"R$ 5,00"
2755,15 Acertos,2,"R$ 719.389,75"
2755,14 Acertos,416,"R$ 1.035,98"
2755,13 Acertos,14328,"R$ 25,00"
2755,12 Acertos,147193,"R$ 10,00"
2755,11 Acertos,779908,"R$ 5,00"
2733,15 Acertos,2,"R$ 869.628,76"
2733,14 Acertos,396,"R$ 1.315,59"
2733,13 Acertos,10196,"R$ 25,00"
2733,12 Acertos,130700,"R$ 10,00"
2733,11 Acertos,703811,"R$ 5,00"
2732,15 Acertos,4,"R$ 305.293,90"
2732,14 Acertos,665,"R$ 550,06"
2732,13 Acertos,21090,"R$ 25,00"
2732,12 Acertos,162207,"R$ 10,00"
2732,11 Acertos,760326,"R$ 5,00"
2731,15 Acertos,2,"R$ 652.920,06"
2731,14 Acertos,471,"R$ 830,46"
2731,13 Acertos,15428,"R$ 25,00"
2731,12 Acertos,182512,"R$ 10,00"
2731,11 Acertos,821574,"R$ 5,00"
2730,15 Acertos,3,"R$ 1.684.518,54"
2730,14 Acertos,633,"R$ 1.147,85"
2730,13 Acertos,21374,"R$ 25,00"
2730,12 Acertos,236812,"R$ 10,00"
2730,11 Acertos,1209165,"R$ 5,00"
2729,15 Acertos,3,"R$ 1.261.384,26"
2729,14 Acertos,607,"R$ 1.130,29"
2729,13 Acertos,20350,"R$ 25,00"
2729,12 Acertos,220299,"R$ 10,00"
2729,11 Acertos,1140169,"R$ 5,00"
2728,15 Acertos,0,"R$ 0,00"
2728,14 Acertos,745,"R$ 600,55"
2728,13 Acertos,8862,"R$ 25,00"
2728,12 Acertos,119682,"R$ 10,00"
2728,11 Acertos,649311,"R$ 5,00"
2727,15 Acertos,4,"R$ 393.204,24"
2727,14 Acertos,312,"R$ 1.510,00"
2727,13 Acertos,10838,"R$ 25,00"
2727,12 Acertos,128849,"R$ 10,00"
2727,11 Acertos,672622,"R$ 5,00"
2726,15 Acertos,3,"R$ 552.720,01"
2726,14 Acertos,221,"R$ 1.573,21"
2726,13 Acertos,7854,"R$ 25,00"
2726,12 Acertos,106657,"R$ 10,00"
2726,11 Acertos,609632,"R$ 5,00"
2748,15 Acertos,1,"R$ 1.513.698,12"
2748,14 Acertos,385,"R$ 1.177,69"
2748,13 Acertos,11194,"R$ 25,00"
2748,12 Acertos,128495,"R$ 10,00"
2748,11 Acertos,656563,"R$ 5,00"
2725,15 Acertos,4,"R$ 377.777,04"
2725,14 Acertos,326,"R$ 1.388,45"
2725,13 Acertos,11233,"R$ 25,00"
2725,12 Acertos,139276,"R$ 10,00"
2725,11 Acertos,747934,"R$ 5,00"
2724,15 Acertos,2,"R$ 619.494,19"
2724,14 Acertos,473,"R$ 784,62"
2724,13 Acertos,12397,"R$ 25,00"
2724,12 Acertos,130472,"R$ 10,00"
2724,11 Acertos,643095,"R$ 5,00"
2723,15 Acertos,1,"R$ 1.572.955,34"
2723,14 Acertos,192,"R$ 1.717,78"
2723,13 Acertos,8538,"R$ 25,00"
2723,12 Acertos,116159,"R$ 10,00"
2723,11 Acertos,622008,"R$ 5,00"
2722,15 Acertos,8,"R$ 180.959,17"
2722,14 Acertos,424,"R$ 1.022,72"
2722,13 Acertos,12321,"R$ 25,00"
2722,12 Acertos,116187,"R$ 10,00"
2722,11 Acertos,622824,"R$ 5,00"
2721,15 Acertos,3,"R$ 360.372,82"
2721,14 Acertos,379,"R$ 854,45"
2721,13 Acertos,15300,"R$ 25,00"
2721,12 Acertos,178391,"R$ 10,00"
2721,11 Acertos,787779,"R$ 5,00"
2720,15 Acertos,5,"R$ 1.023.530,88"
2720,14 Acertos,553,"R$ 1.236,17"
2720,13 Acertos,20921,"R$ 25,00"
2720,12 Acertos,239337,"R$ 10,00"
2720,11 Acertos,1064579,"R$ 5,00"
2719,15 Acertos,8,"R$ 491.740,40"
2719,14 Acertos,730,"R$ 952,75"
2719,13 Acertos,20494,"R$ 25,00"
2719,12 Acertos,210101,"R$ 10,00"
2719,11 Acertos,1058707,"R$ 5,00"
2718,15 Acertos,0,"R$ 0,00"
2718,14 Acertos,171,"R$ 1.976,59"
2718,13 Acertos,7423,"R$ 25,00"
2718,12 Acertos,96466,"R$ 10,00"
2718,11 Acertos,566650,"R$ 5,00"
2717,15 Acertos,6,"R$ 266.309,56"
2717,14 Acertos,288,"R$ 1.661,87"
2717,13 Acertos,9123,"R$ 25,00"
2717,12 Acertos,119219,"R$ 10,00"
2717,11 Acertos,657555,"R$ 5,00"
2716,15 Acertos,1,"R$ 1.638.091,22"
2716,14 Acertos,238,"R$ 1.443,15"
2716,13 Acertos,8014,"R$ 25,00"
2716,12 Acertos,103188,"R$ 10,00"
2716,11 Acertos,601885,"R$ 5,00"
2715,15 Acertos,1,"R$ 1.729.282,27"
2715,14 Acertos,265,"R$ 1.368,27"
2715,13 Acertos,9728,"R$ 25,00"
2715,12 Acertos,121551,"R$ 10,00"
2715,11 Acertos,676357,"R$ 5,00"
2714,15 Acertos,2,"R$ 668.058,79"
2714,14 Acertos,389,"R$ 1.028,84"
2714,13 Acertos,12071,"R$ 25,00"
2714,12 Acertos,136125,"R$ 10,00"
2714,11 Acertos,724263,"R$ 5,00"
2713,15 Acertos,4,"R$ 440.441,29"
2713,14 Acertos,318,"R$ 1.659,48"
2713,13 Acertos,11719,"R$ 25,00"
2713,12 Acertos,138069,"R$ 10,00"
2713,11 Acertos,734317,"R$ 5,00"
2712,15 Acertos,4,"R$ 377.141,38"
2712,14 Acertos,277,"R$ 1.631,31"
2712,13 Acertos,9043,"R$ 25,00"
2712,12 Acertos,135996,"R$ 10,00"
2712,11 Acertos,669008,"R$ 5,00"
2711,15 Acertos,1,"R$ 1.792.040,66"
2711,14 Acertos,219,"R$ 1.715,75"
2711,13 Acertos,9718,"R$ 25,00"
2711,12 Acertos,121114,"R$ 10,00"
2711,11 Acertos,710312,"R$ 5,00"
2710,15 Acertos,5,"R$ 1.222.423,50"
2710,14 Acertos,705,"R$ 1.194,85"
2710,13 Acertos,20414,"R$ 25,00"
2710,12 Acertos,240580,"R$ 10,00"
2710,11 Acertos,1288835,"R$ 5,00"
2709,15 Acertos,2,"R$ 646.666,82"
2709,14 Acertos,683,"R$ 567,20"
2709,13 Acertos,14934,"R$ 25,00"
2709,12 Acertos,175158,"R$ 10,00"
2709,11 Acertos,841889,"R$ 5,00"
2708,15 Acertos,2,"R$ 889.470,54"
2708,14 Acertos,199,"R$ 1.874,39"
2708,13 Acertos,7767,"R$ 25,00"
2708,12 Acertos,108423,"R$ 10,00"
2708,11 Acertos,620987,"R$ 5,00"
2707,15 Acertos,1,"R$ 8.252.873,44"
2707,14 Acertos,644,"R$ 1.454,59"
2707,13 Acertos,22825,"R$ 25,00"
2707,12 Acertos,294569,"R$ 10,00"
2707,11 Acertos,1673331,"R$ 5,00"
2705,15 Acertos,0,"R$ 0,00"
2705,14 Acertos,207,"R$ 1.627,56"
2705,13 Acertos,9186,"R$ 25,00"
2705,12 Acertos,129110,"R$ 10,00"
2705,11 Acertos,681117,"R$ 5,00"
2704,15 Acertos,2,"R$ 1.015.408,37"
2704,14 Acertos,385,"R$ 1.580,02"
2704,13 Acertos,14852,"R$ 25,00"
2704,12 Acertos,201112,"R$ 10,00"
2704,11 Acertos,1037669,"R$ 5,00"
2703,15 Acertos,6,"R$ 148.930,00"
2703,14 Acertos,556,"R$ 481,40"
2703,13 Acertos,13512,"R$ 25,00"
2703,12 Acertos,122212,"R$ 10,00"
2703,11 Acertos,570408,"R$ 5,00"
2702,15 Acertos,3,"R$ 664.920,53"
2702,14 Acertos,254,"R$ 1.646,68"
2702,13 Acertos,8922,"R$ 25,00"
2702,12 Acertos,103552,"R$ 10,00"
2702,11 Acertos,586178,"R$ 5,00"
2701,15 Acertos,3,"R$ 467.596,10"
2701,14 Acertos,590,"R$ 712,18"
2701,13 Acertos,13424,"R$ 25,00"
2701,12 Acertos,131276,"R$ 10,00"
2701,11 Acertos,637281,"R$ 5,00"
2700,15 Acertos,4,"R$ 1.141.435,94"
2700,14 Acertos,485,"R$ 1.426,97"
2700,13 Acertos,17290,"R$ 25,00"
2700,12 Acertos,198322,"R$ 10,00"
2700,11 Acertos,1039531,"R$ 5,00"
2699,15 Acertos,1,"R$ 1.371.965,45"
2699,14 Acertos,278,"R$ 1.478,26"
2699,13 Acertos,10005,"R$ 25,00"
2699,12 Acertos,117881,"R$ 10,00"
2699,11 Acertos,589194,"R$ 5,00"
2698,15 Acertos,1,"R$ 1.247.939,61"
2698,14 Acertos,273,"R$ 1.369,25"
2698,13 Acertos,10370,"R$ 25,00"
2698,12 Acertos,124958,"R$ 10,00"
2698,11 Acertos,685809,"R$ 5,00"
2697,15 Acertos,2,"R$ 491.973,61"
2697,14 Acertos,254,"R$ 1.160,35"
2697,13 Acertos,8204,"R$ 25,00"
2697,12 Acertos,99286,"R$ 10,00"
2697,11 Acertos,529041,"R$ 5,00"
2696,15 Acertos,1,"R$ 1.566.350,24"
2696,14 Acertos,252,"R$ 1.861,83"
2696,13 Acertos,9498,"R$ 25,00"
2696,12 Acertos,141757,"R$ 10,00"
2696,11 Acertos,650450,"R$ 5,00"
2695,15 Acertos,2,"R$ 605.816,80"
2695,14 Acertos,291,"R$ 1.247,18"
2695,13 Acertos,10497,"R$ 25,00"
2695,12 Acertos,129630,"R$ 10,00"
2695,11 Acertos,680176,"R$ 5,00"
2693,15 Acertos,1,"R$ 1.269.492,49"
2693,14 Acertos,278,"R$ 1.367,85"
2693,13 Acertos,10287,"R$ 25,00"
2693,12 Acertos,122399,"R$ 10,00"
2693,11 Acertos,646955,"R$ 5,00"
2692,15 Acertos,3,"R$ 521.756,90"
2692,14 Acertos,157,"R$ 2.090,46"
2692,13 Acertos,7526,"R$ 25,00"
2692,12 Acertos,101020,"R$ 10,00"
2692,11 Acertos,606151,"R$ 5,00"
2694,15 Acertos,1,"R$ 1.113.468,19"
2694,14 Acertos,239,"R$ 1.395,51"
2694,13 Acertos,10670,"R$ 25,00"
2694,12 Acertos,140333,"R$ 10,00"
2694,11 Acertos,799642,"R$ 5,00"
2691,15 Acertos,4,"R$ 335.500,04"
2691,14 Acertos,320,"R$ 1.256,19"
2691,13 Acertos,9390,"R$ 25,00"
2691,12 Acertos,104825,"R$ 10,00"
2691,11 Acertos,578212,"R$ 5,00"
2690,15 Acertos,3,"R$ 1.550.508,64"
2690,14 Acertos,633,"R$ 984,67"
2690,13 Acertos,20028,"R$ 25,00"
2690,12 Acertos,211913,"R$ 10,00"
2690,11 Acertos,1080099,"R$ 5,00"
2689,15 Acertos,3,"R$ 462.206,27"
2689,14 Acertos,272,"R$ 1.527,00"
2689,13 Acertos,8839,"R$ 25,00"
2689,12 Acertos,97092,"R$ 10,00"
2689,11 Acertos,547848,"R$ 5,00"
2687,15 Acertos,3,"R$ 444.740,48"
2687,14 Acertos,310,"R$ 1.289,19"
2687,13 Acertos,9966,"R$ 25,00"
2687,12 Acertos,107021,"R$ 10,00"
2687,11 Acertos,575145,"R$ 5,00"
2688,15 Acertos,1,"R$ 1.393.721,30"
2688,14 Acertos,308,"R$ 1.355,43"
2688,13 Acertos,12346,"R$ 25,00"
2688,12 Acertos,135482,"R$ 10,00"
2688,11 Acertos,637214,"R$ 5,00"
2686,15 Acertos,1,"R$ 1.436.289,10"
2686,14 Acertos,282,"R$ 1.525,62"
2686,13 Acertos,10961,"R$ 25,00"
2686,12 Acertos,121672,"R$ 10,00"
2686,11 Acertos,658249,"R$ 5,00"
2685,15 Acertos,1,"R$ 3.290.808,55"
2685,14 Acertos,240,"R$ 1.879,90"
2685,13 Acertos,8375,"R$ 25,00"
2685,12 Acertos,120364,"R$ 10,00"
2685,11 Acertos,698503,"R$ 5,00"
2684,15 Acertos,0,"R$ 0,00"
2684,14 Acertos,176,"R$ 1.357,00"
2684,13 Acertos,7391,"R$ 25,00"
2684,12 Acertos,102630,"R$ 10,00"
2684,11 Acertos,578720,"R$ 5,00"
2683,15 Acertos,2,"R$ 1.853.162,72"
2683,14 Acertos,356,"R$ 1.606,07"
2683,13 Acertos,12239,"R$ 25,00"
2683,12 Acertos,167909,"R$ 10,00"
2683,11 Acertos,876890,"R$ 5,00"
2706,15 Acertos,0,"R$ 0,00"
2706,14 Acertos,531,"R$ 1.228,89"
2706,13 Acertos,19786,"R$ 25,00"
2706,12 Acertos,230515,"R$ 10,00"
2706,11 Acertos,1271882,"R$ 5,00"
2680,15 Acertos,7,"R$ 603.052,50"
2680,14 Acertos,459,"R$ 1.210,75"
2680,13 Acertos,15613,"R$ 25,00"
2680,12 Acertos,184457,"R$ 10,00"
2680,11 Acertos,953799,"R$ 5,00"
2679,15 Acertos,1,"R$ 1.400.927,88"
2679,14 Acertos,222,"R$ 1.890,23"
2679,13 Acertos,7940,"R$ 25,00"
2679,12 Acertos,110002,"R$ 10,00"
2679,11 Acertos,635670,"R$ 5,00"
2681,15 Acertos,1,"R$ 1.309.231,04"
2681,14 Acertos,409,"R$ 958,84"
2681,13 Acertos,12463,"R$ 25,00"
2681,12 Acertos,133321,"R$ 10,00"
2681,11 Acertos,624999,"R$ 5,00"
2682,15 Acertos,0,"R$ 0,00"
2682,14 Acertos,201,"R$ 1.875,12"
2682,13 Acertos,7649,"R$ 25,00"
2682,12 Acertos,108262,"R$ 10,00"
2682,11 Acertos,645890,"R$ 5,00"
2678,15 Acertos,2,"R$ 665.050,25"
2678,14 Acertos,192,"R$ 1.452,56"
2678,13 Acertos,6898,"R$ 25,00"
2678,12 Acertos,94139,"R$ 10,00"
2678,11 Acertos,512609,"R$ 5,00"
2677,15 Acertos,8,"R$ 179.205,75"
2677,14 Acertos,464,"R$ 925,50"
2677,13 Acertos,11528,"R$ 25,00"
2677,12 Acertos,113020,"R$ 10,00"
2677,11 Acertos,565988,"R$ 5,00"
2676,15 Acertos,1,"R$ 1.561.303,15"
2676,14 Acertos,328,"R$ 1.425,82"
2676,13 Acertos,9485,"R$ 25,00"
2676,12 Acertos,106114,"R$ 10,00"
2676,11 Acertos,580595,"R$ 5,00"
2674,15 Acertos,0,"R$ 0,00"
2674,14 Acertos,251,"R$ 1.524,07"
2674,13 Acertos,8631,"R$ 25,00"
2674,12 Acertos,133492,"R$ 10,00"
2674,11 Acertos,712008,"R$ 5,00"
2675,15 Acertos,13,"R$ 388.589,98"
2675,14 Acertos,1184,"R$ 534,25"
2675,13 Acertos,25979,"R$ 25,00"
2675,12 Acertos,251898,"R$ 10,00"
2675,11 Acertos,1180396,"R$ 5,00"
2673,15 Acertos,0,"R$ 0,00"
2673,14 Acertos,240,"R$ 1.392,19"
2673,13 Acertos,10266,"R$ 25,00"
2673,12 Acertos,117586,"R$ 10,00"
2673,11 Acertos,630226,"R$ 5,00"
2672,15 Acertos,6,"R$ 194.921,52"
2672,14 Acertos,671,"R$ 522,08"
2672,13 Acertos,14958,"R$ 25,00"
2672,12 Acertos,137233,"R$ 10,00"
2672,11 Acertos,649146,"R$ 5,00"
2671,15 Acertos,3,"R$ 289.017,96"
2671,14 Acertos,240,"R$ 1.082,15"
2671,13 Acertos,8142,"R$ 25,00"
2671,12 Acertos,96705,"R$ 10,00"
2671,11 Acertos,498675,"R$ 5,00"
2670,15 Acertos,4,"R$ 976.244,14"
2670,14 Acertos,890,"R$ 522,11"
2670,13 Acertos,31931,"R$ 25,00"
2670,12 Acertos,263447,"R$ 10,00"
2670,11 Acertos,1160119,"R$ 5,00"
2669,15 Acertos,1,"R$ 1.471.002,83"
2669,14 Acertos,202,"R$ 1.526,91"
2669,13 Acertos,7203,"R$ 25,00"
2669,12 Acertos,85642,"R$ 10,00"
2669,11 Acertos,503206,"R$ 5,00"
2668,15 Acertos,1,"R$ 1.326.204,16"
2668,14 Acertos,199,"R$ 1.397,37"
2668,13 Acertos,9191,"R$ 25,00"
2668,12 Acertos,118811,"R$ 10,00"
2668,11 Acertos,670530,"R$ 5,00"
2667,15 Acertos,1,"R$ 1.120.728,91"
2667,14 Acertos,443,"R$ 757,79"
2667,13 Acertos,12571,"R$ 25,00"
2667,12 Acertos,131072,"R$ 10,00"
2667,11 Acertos,669988,"R$ 5,00"
2666,15 Acertos,2,"R$ 707.831,74"
2666,14 Acertos,391,"R$ 1.084,51"
2666,13 Acertos,12032,"R$ 25,00"
2666,12 Acertos,136082,"R$ 10,00"
2666,11 Acertos,679257,"R$ 5,00"
2665,15 Acertos,2,"R$ 650.273,17"
2665,14 Acertos,203,"R$ 1.343,33"
2665,13 Acertos,7513,"R$ 25,00"
2665,12 Acertos,112465,"R$ 10,00"
2665,11 Acertos,628262,"R$ 5,00"
2664,15 Acertos,5,"R$ 368.358,20"
2664,14 Acertos,237,"R$ 1.629,46"
2664,13 Acertos,8147,"R$ 25,00"
2664,12 Acertos,117219,"R$ 10,00"
2664,11 Acertos,654316,"R$ 5,00"
2663,15 Acertos,1,"R$ 1.591.743,69"
2663,14 Acertos,325,"R$ 1.467,04"
2663,13 Acertos,10301,"R$ 25,00"
2663,12 Acertos,119629,"R$ 10,00"
2663,11 Acertos,659354,"R$ 5,00"
2662,15 Acertos,3,"R$ 475.804,93"
2662,14 Acertos,415,"R$ 1.030,28"
2662,13 Acertos,11367,"R$ 25,00"
2662,12 Acertos,127708,"R$ 10,00"
2662,11 Acertos,662676,"R$ 5,00"
2661,15 Acertos,1,"R$ 1.546.128,53"
2661,14 Acertos,286,"R$ 1.619,32"
2661,13 Acertos,10730,"R$ 25,00"
2661,12 Acertos,136056,"R$ 10,00"
2661,11 Acertos,719213,"R$ 5,00"
2659,15 Acertos,3,"R$ 322.437,55"
2659,14 Acertos,519,"R$ 558,28"
2659,13 Acertos,17831,"R$ 25,00"
2659,12 Acertos,183814,"R$ 10,00"
2659,11 Acertos,839761,"R$ 5,00"
2658,15 Acertos,1,"R$ 1.126.597,18"
2658,14 Acertos,193,"R$ 1.748,49"
2658,13 Acertos,6715,"R$ 25,00"
2658,12 Acertos,89829,"R$ 10,00"
2658,11 Acertos,509851,"R$ 5,00"
2660,15 Acertos,4,"R$ 1.264.795,03"
2660,14 Acertos,490,"R$ 1.699,44"
2660,13 Acertos,16720,"R$ 25,00"
2660,12 Acertos,211098,"R$ 10,00"
2660,11 Acertos,1165535,"R$ 5,00"
2657,15 Acertos,2,"R$ 722.237,14"
2657,14 Acertos,268,"R$ 1.614,46"
2657,13 Acertos,10050,"R$ 25,00"
2657,12 Acertos,123553,"R$ 10,00"
2657,11 Acertos,699484,"R$ 5,00"
2656,15 Acertos,1,"R$ 1.035.763,33"
2656,14 Acertos,536,"R$ 578,82"
2656,13 Acertos,14752,"R$ 25,00"
2656,12 Acertos,153447,"R$ 10,00"
2656,11 Acertos,730531,"R$ 5,00"
2655,15 Acertos,2,"R$ 859.798,17"
2655,14 Acertos,236,"R$ 1.527,80"
2655,13 Acertos,8765,"R$ 25,00"
2655,12 Acertos,112538,"R$ 10,00"
2655,11 Acertos,660263,"R$ 5,00"
2654,15 Acertos,4,"R$ 281.061,41"
2654,14 Acertos,623,"R$ 540,53"
2654,13 Acertos,15900,"R$ 25,00"
2654,12 Acertos,167827,"R$ 10,00"
2654,11 Acertos,757376,"R$ 5,00"
2653,15 Acertos,2,"R$ 604.723,61"
2653,14 Acertos,387,"R$ 936,11"
2653,13 Acertos,10710,"R$ 25,00"
2653,12 Acertos,126473,"R$ 10,00"
2653,11 Acertos,655009,"R$ 5,00"
2652,15 Acertos,3,"R$ 431.758,25"
2652,14 Acertos,368,"R$ 1.054,30"
